LAMMPS (10 Sep 2025)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (13.349999 13.349999 13.349999)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  108 atoms
  read_data CPU = 0.001 seconds
CUDA found, setting device type to torch::kCUDA.
Loading MACE model from "ar_finetune_epoch1.model-lammps.pt" ... finished.
  - The torch_float_dtype is: Float
  - The r_max is: 6.
  - The model has: 2 layers.
  - The MACE model atomic numbers are: 18.
  - The pair_coeff atomic numbers are: 18.
  - Mapping LAMMPS type 1 (Ar) to MACE type 1.
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 2 2 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mace, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 3.136 | 3.136 | 3.136 Mbytes
   Step          Time           CPU           PotEng         KinEng         TotEng          Temp          Press          Volume        Density    
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:              0 ave           0 max           0 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:        57240 ave       57240 max       57240 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 57240
Ave neighs/atom = 530
Neighbor list builds = 0
Dangerous builds = 0
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 2000
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 3.136 | 3.136 | 3.136 Mbytes
   Step          Time           CPU           PotEng         KinEng         TotEng          Temp          Press          Volume        Density    
      2000   1              0              191.66113      4.2984774      195.95961      310.78942      155350         2379.2701      3.0110926    
      2010   1.005          0.80704385     191.69103      4.3026107      195.99364      311.08827      155454.8       2379.2701      3.0110926    
      2020   1.01           1.6134457      191.75175      4.274735       196.02649      309.0728       155605.25      2379.2701      3.0110926    
      2030   1.015          2.4186181      191.82959      4.2285047      196.05809      305.73024      155778.48      2379.2701      3.0110926    
      2040   1.02           3.2224416      191.90991      4.1787079      196.08862      302.12982      155949.53      2379.2701      3.0110926    
      2050   1.025          4.0282931      191.97947      4.1388617      196.11833      299.24886      156095.53      2379.2701      3.0110926    
      2060   1.03           4.8334544      192.0282       4.119361       196.14756      297.83891      156197.86      2379.2701      3.0110926    
      2070   1.035          5.6386619      192.05021      4.1263554      196.17656      298.34463      156246.15      2379.2701      3.0110926    
      2080   1.04           6.442781       192.04425      4.1612728      196.20552      300.86923      156238.22      2379.2701      3.0110926    
      2090   1.045          7.2475033      192.01356      4.2208689      196.23442      305.17816      156181.69      2379.2701      3.0110926    
      2100   1.05           8.0549878      191.96531      4.2978198      196.26313      310.74188      156091.49      2379.2701      3.0110926    
      2110   1.055          8.8617635      191.90942      4.3818901      196.29131      316.82034      155987.39      2379.2701      3.0110926    
      2120   1.06           9.6688172      191.85704      4.4614859      196.31852      322.5753       155891.13      2379.2701      3.0110926    
      2130   1.065          10.474423      191.8191       4.5251614      196.34426      327.17918      155822.91      2379.2701      3.0110926    
      2140   1.07           11.277773      191.80532      4.5627338      196.36805      329.89575      155799.63      2379.2701      3.0110926    
      2150   1.075          12.083588      191.82344      4.5660904      196.38953      330.13844      155833.2       2379.2701      3.0110926    
      2160   1.08           12.888521      191.87844      4.5301388      196.40857      327.53906      155927.51      2379.2701      3.0110926    
      2170   1.085          13.694708      191.97103      4.4542319      196.42526      322.05082      156078.5       2379.2701      3.0110926    
      2180   1.09           14.5012        192.09621      4.3437777      196.43999      314.06474      156272.29      2379.2701      3.0110926    
      2190   1.095          15.308774      192.2422       4.2111131      196.45331      304.47279      156486.84      2379.2701      3.0110926    
      2200   1.1            16.112329      192.39127      4.0746512      196.46592      294.6063       156693.8       2379.2701      3.0110926    
      2210   1.105          16.918936      192.5226       3.9559205      196.47852      286.0218       156863.47      2379.2701      3.0110926    
      2220   1.11           17.726898      192.6167       3.8750514      196.49175      280.17479      156970.58      2379.2701      3.0110926    
      2230   1.115          18.534477      192.66008      3.8460289      196.50611      278.07639      156999.82      2379.2701      3.0110926    
      2240   1.12           19.344116      192.64872      3.8732176      196.52194      280.0422       156950.36      2379.2701      3.0110926    
      2250   1.125          20.151066      192.58919      3.9501949      196.53938      285.60783      156836.06      2379.2701      3.0110926    
      2260   1.13           20.957594      192.49714      4.0611774      196.55831      293.63211      156682.33      2379.2701      3.0110926    
      2270   1.135          21.76469       192.39376      4.1846195      196.57838      302.55725      156521.41      2379.2701      3.0110926    
      2280   1.14           22.571312      192.30101      4.2979765      196.59899      310.75321      156386.27      2379.2701      3.0110926    
      2290   1.145          23.376427      192.2372       4.3822672      196.61947      316.84761      156304.75      2379.2701      3.0110926    
      2300   1.15           24.1802        192.21395      4.42524        196.63919      319.95464      156295.17      2379.2701      3.0110926    
      2310   1.155          24.982996      192.23504      4.4226364      196.65768      319.7664       156364.01      2379.2701      3.0110926    
      2320   1.16           25.787838      192.29693      4.3778532      196.67478      316.52847      156504.65      2379.2701      3.0110926    
      2330   1.165          26.591484      192.38991      4.3006932      196.6906       310.94963      156699.33      2379.2701      3.0110926    
      2340   1.17           27.396181      192.49974      4.2057263      196.70547      304.08332      156922.03      2379.2701      3.0110926    
      2350   1.175          28.202658      192.60945      4.1104096      196.71986      297.1917       157143.03      2379.2701      3.0110926    
      2360   1.18           29.010419      192.70134      4.0329397      196.73428      291.59046      157332.31      2379.2701      3.0110926    
      2370   1.185          29.816281      192.75932      3.9898569      196.74918      288.47548      157463.86      2379.2701      3.0110926    
      2380   1.19           30.623234      192.77145      3.993486       196.76493      288.73787      157518.96      2379.2701      3.0110926    
      2390   1.195          31.432422      192.73233      4.04942        196.78175      292.78202      157489.45      2379.2701      3.0110926    
      2400   1.2            32.239814      192.64503      4.1545515      196.79958      300.38326      157380.89      2379.2701      3.0110926    
      2410   1.205          33.044481      192.5217       4.2964434      196.81814      310.64236      157211.07      2379.2701      3.0110926    
      2420   1.21           33.852682      192.38204      4.4547869      196.83683      322.09095      157008.53      2379.2701      3.0110926    
      2430   1.215          34.66012       192.2497       4.6050658      196.85477      332.95644      156807.87      2379.2701      3.0110926    
      2440   1.22           35.466552      192.14737      4.7235815      196.87095      341.52539      156642.91      2379.2701      3.0110926    
      2450   1.225          36.273112      192.09207      4.7923264      196.8844       346.4958       156541.76      2379.2701      3.0110926    
      2460   1.23           37.07959       192.09221      4.8022468      196.89446      347.21307      156521.07      2379.2701      3.0110926    
      2470   1.235          37.888001      192.14677      4.7541274      196.9009       343.73392      156583.93      2379.2701      3.0110926    
      2480   1.24           38.697687      192.24669      4.6572269      196.90392      336.72781      156720.77      2379.2701      3.0110926    
      2490   1.245          39.508902      192.37757      4.5265378      196.90411      327.2787       156912.02      2379.2701      3.0110926    
      2500   1.25           40.318271      192.52237      4.3798638      196.90223      316.67384      157132.23      2379.2701      3.0110926    
      2510   1.255          41.126265      192.66347      4.2357055      196.89917      306.25087      157352.29      2379.2701      3.0110926    
      2520   1.26           41.938686      192.78358      4.1120997      196.89568      297.31391      157542.58      2379.2701      3.0110926    
      2530   1.265          42.748792      192.86679      4.0255613      196.89235      291.05699      157675.15      2379.2701      3.0110926    
      2540   1.27           43.557178      192.90048      3.9890757      196.88956      288.41899      157728.73      2379.2701      3.0110926    
      2550   1.275          44.366926      192.87834      4.0091133      196.88745      289.86776      157692.35      2379.2701      3.0110926    
      2560   1.28           45.17778       192.80286      4.0830488      196.88591      295.21346      157568.44      2379.2701      3.0110926    
      2570   1.285          45.988332      192.68571      4.1988926      196.8846       303.58922      157372.38      2379.2701      3.0110926    
      2580   1.29           46.796752      192.54477      4.338162       196.88293      313.6587       157130.26      2379.2701      3.0110926    
      2590   1.295          47.606955      192.39939      4.4807255      196.88011      323.96637      156872.09      2379.2701      3.0110926    
      2600   1.3            48.415618      192.266        4.6092778      196.87528      333.26098      156626.43      2379.2701      3.0110926    
      2610   1.305          49.226559      192.15582      4.7116808      196.8675       340.66494      156415.81      2379.2701      3.0110926    
      2620   1.31           50.032933      192.07505      4.780943       196.85599      345.67276      156255.68      2379.2701      3.0110926    
      2630   1.315          50.839283      192.02638      4.8137929      196.84017      348.04787      156154.87      2379.2701      3.0110926    
      2640   1.32           51.645436      192.01059      4.8091296      196.81972      347.7107       156116.2       2379.2701      3.0110926    
      2650   1.325          52.453424      192.02738      4.7672567      196.79463      344.6832       156138.16      2379.2701      3.0110926    
      2660   1.33           53.258468      192.07514      4.690109       196.76525      339.10526      156214.93      2379.2701      3.0110926    
      2670   1.335          54.066647      192.15014      4.5820617      196.7322       331.2932       156336.53      2379.2701      3.0110926    
      2680   1.34           54.876332      192.24588      4.4505256      196.6964       321.78285      156489.88      2379.2701      3.0110926    
      2690   1.345          55.684375      192.3533       4.3055928      196.6589       311.30388      156658.98      2379.2701      3.0110926    
      2700   1.35           56.49504       192.46216      4.1585697      196.62073      300.67379      156828.47      2379.2701      3.0110926    
      2710   1.355          57.305561      192.5628       4.0200252      196.58282      290.65671      156983.9       2379.2701      3.0110926    
      2720   1.36           58.116116      192.64756      3.8984042      196.54596      281.86325      157113.09      2379.2701      3.0110926    
      2730   1.365          58.927553      192.7108       3.7998997      196.5107       274.74116      157206.28      2379.2701      3.0110926    
      2740   1.37           59.738196      192.74799      3.729381       196.47737      269.64249      157255.11      2379.2701      3.0110926    
      2750   1.375          60.548124      192.75469      3.6914447      196.44614      266.89962      157252.48      2379.2701      3.0110926    
      2760   1.38           61.357305      192.72629      3.6906298      196.41692      266.8407       157192.02      2379.2701      3.0110926    
      2770   1.385          62.169609      192.65909      3.7304445      196.38953      269.71939      157070.08      2379.2701      3.0110926    
      2780   1.39           62.98115       192.55195      3.8116011      196.36355      275.58719      156887.68      2379.2701      3.0110926    
      2790   1.395          63.789437      192.40822      3.9302382      196.33846      284.16492      156653.13      2379.2701      3.0110926    
      2800   1.4            64.598514      192.23669      4.0768777      196.31357      294.76727      156381.86      2379.2701      3.0110926    
      2810   1.405          65.408671      192.0515       4.2366426      196.28814      306.31863      156096.19      2379.2701      3.0110926    
      2820   1.41           66.217466      191.87042      4.3909325      196.26136      317.47413      155822.5       2379.2701      3.0110926    
      2830   1.415          67.024307      191.71221      4.5202862      196.23249      326.82669      155586.94      2379.2701      3.0110926    
      2840   1.42           67.82985       191.5933       4.6077273      196.20103      333.14887      155411.69      2379.2701      3.0110926    
      2850   1.425          68.636185      191.52508      4.6417381      196.16682      335.60793      155311.33      2379.2701      3.0110926    
      2860   1.43           69.442483      191.51194      4.6181867      196.13013      333.90511      155291.43      2379.2701      3.0110926    
      2870   1.435          70.250329      191.5508       4.5408812      196.09168      328.31575      155347.46      2379.2701      3.0110926    
      2880   1.44           71.056842      191.63178      4.4207377      196.05252      319.62911      155465.4       2379.2701      3.0110926    
      2890   1.445          71.866217      191.74006      4.2737531      196.01381      309.00181      155623.74      2379.2701      3.0110926    
      2900   1.45           72.669927      191.85851      4.1181778      195.97669      297.75336      155796.74      2379.2701      3.0110926    
      2910   1.455          73.472399      191.97052      3.9714872      195.94201      287.14731      155959.22      2379.2701      3.0110926    
      2920   1.46           74.278074      192.06258      3.8477698      195.91035      278.20226      156090.15      2379.2701      3.0110926    
      2930   1.465          75.083005      192.12603      3.7559468      195.88198      271.56326      156176.11      2379.2701      3.0110926    
